ID;data;hora;campeonato_id;fase;mandante_id;mandante_placar;visitante_placar;visitante_id;mandante_penalti;visitante_penalti;prorrogacao
2488;14/11/1976;;1;R;7;3;0;12;;;0
2489;14/11/1976;;1;Q;78;1;4;11;;;0
2490;14/11/1976;;1;Q;4;1;2;9;;;0
2491;17/11/1976;;1;R;20;3;1;7;;;0
2492;17/11/1976;;1;R;21;1;0;3;;;0
2493;17/11/1976;;1;R;45;2;2;13;;;0
2494;17/11/1976;;1;R;1;1;3;12;;;0
2495;17/11/1976;;1;Q;65;0;3;4;;;0
2496;17/11/1976;;1;Q;78;3;0;17;;;0
2497;17/11/1976;;1;Q;19;2;2;26;;;0
2498;18/11/1976;;1;Q;11;2;0;25;;;0
2499;20/11/1976;;1;Q;19;3;4;78;;;0
2500;21/11/1976;;1;R;12;1;0;8;;;0
2501;21/11/1976;;1;R;20;0;1;21;;;0
2502;21/11/1976;;1;Q;25;2;1;4;;;0
2503;21/11/1976;;1;R;3;0;0;7;;;0
2504;21/11/1976;;1;R;1;2;1;45;;;0
2505;21/11/1976;;1;Q;11;2;1;9;;;0
2506;21/11/1976;;1;Q;17;0;1;65;;;0
2507;24/11/1976;;1;R;21;3;0;13;;;0
2508;24/11/1976;;1;Q;4;0;0;78;;;0
2509;24/11/1976;;1;R;45;1;3;20;;;0
2510;24/11/1976;;1;Q;26;3;1;65;;;0
2511;24/11/1976;;1;R;8;5;1;1;;;0
2512;24/11/1976;;1;Q;9;2;0;25;;;0
2513;24/11/1976;;1;Q;17;2;1;19;;;0
2514;25/11/1976;;1;R;12;0;4;3;;;0
2515;27/11/1976;;1;R;8;2;0;20;;;0
2516;27/11/1976;;1;Q;4;0;0;17;;;0
2517;28/11/1976;;1;R;7;1;0;13;;;0
2518;28/11/1976;;1;R;3;0;0;1;;;0
2519;28/11/1976;;1;R;21;2;3;12;;;0
2520;28/11/1976;;1;Q;26;1;2;11;;;0
2521;28/11/1976;;1;Q;9;3;0;19;;;0
2522;28/11/1976;;1;Q;78;1;0;25;;;0
2523;05/12/1976;;1;SF;9;2;1;3;;;0
2524;05/12/1976;;1;SF;7;1;1;11;1;4;1
2525;12/12/1976;;1;F;9;2;0;11;;;0
2526;15/10/1977;;1;C;56;5;1;35;;;0
2527;16/10/1977;;1;E;37;0;5;7;;;0
2528;16/10/1977;;1;B;61;1;0;15;;;0
2529;16/10/1977;;1;B;87;0;0;29;;;0
2530;16/10/1977;;1;E;8;5;0;18;;;0
2531;16/10/1977;;1;B;20;0;1;10;;;0
2532;16/10/1977;;1;F;2;0;2;5;;;0
2533;16/10/1977;;1;A;50;0;0;9;;;0
2534;16/10/1977;;1;D;58;3;2;84;;;0
2535;16/10/1977;;1;D;14;1;2;64;;;0
2536;16/10/1977;;1;D;51;0;0;6;;;0
2537;16/10/1977;;1;E;88;3;0;128;;;0
2538;16/10/1977;;1;F;69;3;1;23;;;0
2539;16/10/1977;;1;F;34;2;0;92;;;0
2540;16/10/1977;;1;D;54;1;1;12;;;0
2541;16/10/1977;;1;E;55;1;1;13;;;0
2542;16/10/1977;;1;E;82;0;1;44;;;0
2543;16/10/1977;;1;C;21;0;1;19;;;0
2544;16/10/1977;;1;C;63;1;2;25;;;0
2545;16/10/1977;;1;A;1;4;0;17;;;0
2546;16/10/1977;;1;C;42;0;0;11;;;0
2547;16/10/1977;;1;C;39;1;0;22;;;0
2548;16/10/1977;;1;F;3;4;1;32;;;0
2549;16/10/1977;16:00;1;A;95;1;3;46;;;0
2550;19/10/1977;;1;C;42;0;0;25;;;0
2551;19/10/1977;;1;B;61;0;2;10;;;0
2552;19/10/1977;;1;C;56;2;2;11;;;0
2553;19/10/1977;;1;C;22;1;1;35;;;0
2554;19/10/1977;;1;E;88;0;1;7;;;0
2555;19/10/1977;;1;E;128;3;1;44;;;0
2556;19/10/1977;;1;B;52;2;2;15;;;0
2557;19/10/1977;;1;B;4;1;0;29;;;0
2558;19/10/1977;;1;A;78;0;0;17;;;0
2559;19/10/1977;;1;D;14;0;1;84;;;0
2560;19/10/1977;;1;F;2;4;0;23;;;0
2561;19/10/1977;;1;A;43;1;1;1;;;0
2562;19/10/1977;;1;A;95;0;2;9;;;0
2563;19/10/1977;;1;F;28;0;1;32;;;0
2564;19/10/1977;20:00;1;A;68;2;0;46;;;0
2565;20/10/1977;;1;D;70;1;1;16;;;0
2566;20/10/1977;;1;B;45;0;1;87;;;0
2567;20/10/1977;;1;C;39;1;0;19;;;0
2568;20/10/1977;;1;E;37;0;2;8;;;0
2569;20/10/1977;;1;E;30;1;1;18;;;0
2570;20/10/1977;;1;D;64;0;1;6;;;0
2571;20/10/1977;;1;F;92;2;0;69;;;0
2572;23/10/1977;;1;E;88;1;2;30;;;0
2573;23/10/1977;;1;E;7;2;1;44;;;0
2574;23/10/1977;;1;F;65;3;2;32;;;0
2575;23/10/1977;;1;E;13;0;0;8;;;0
2576;23/10/1977;;1;F;5;4;0;23;;;0
2577;23/10/1977;;1;E;128;2;1;18;;;0
2578;23/10/1977;;1;C;24;0;0;19;;;0
2579;23/10/1977;;1;C;35;1;0;25;;;0
2580;23/10/1977;;1;C;63;0;1;22;;;0
2581;23/10/1977;;1;A;1;2;0;27;;;0
2582;23/10/1977;;1;E;55;1;0;82;;;0
2583;23/10/1977;;1;A;50;0;1;68;;;0
2584;23/10/1977;;1;F;3;3;0;2;;;0
2585;23/10/1977;;1;A;17;1;3;9;;;0
2586;23/10/1977;;1;D;12;3;0;64;;;0
2587;23/10/1977;;1;B;52;1;1;4;;;0
2588;23/10/1977;;1;D;6;3;1;16;;;0
2589;23/10/1977;;1;F;34;1;0;69;;;0
2590;23/10/1977;;1;C;11;1;0;21;;;0
2591;23/10/1977;;1;B;29;0;0;10;;;0
2592;23/10/1977;;1;B;15;1;1;87;;;0
2593;23/10/1977;;1;D;51;1;1;14;;;0
2594;23/10/1977;;1;B;61;0;0;26;;;0
2595;23/10/1977;15:00;1;A;46;1;2;78;;;0
2596;26/10/1977;;1;C;42;1;0;24;;;0
2597;26/10/1977;;1;E;82;0;6;8;;;0
2598;26/10/1977;;1;C;35;5;1;63;;;0
2599;26/10/1977;;1;E;7;6;0;128;;;0
2600;26/10/1977;;1;F;92;1;3;2;;;0
2601;26/10/1977;;1;C;22;1;3;25;;;0
2602;26/10/1977;;1;B;52;0;0;87;;;0
2603;26/10/1977;;1;B;15;0;2;4;;;0
2604;26/10/1977;;1;F;23;1;1;34;;;0
2605;26/10/1977;;1;F;65;0;1;3;;;0
2606;26/10/1977;;1;D;54;1;0;64;;;0
2607;26/10/1977;;1;D;16;1;1;14;;;0
2608;27/10/1977;;1;F;32;0;0;69;;;0
2609;27/10/1977;;1;A;78;0;0;43;;;0
2610;27/10/1977;;1;E;37;1;0;88;;;0
2611;27/10/1977;;1;B;20;1;0;45;;;0
2612;27/10/1977;;1;C;19;2;0;56;;;0
2613;27/10/1977;;1;C;39;1;1;21;;;0
2614;27/10/1977;;1;A;50;1;0;27;;;0
2615;27/10/1977;;1;D;70;1;1;6;;;0
2616;29/10/1977;;1;F;92;2;3;23;;;0
2617;29/10/1977;;1;E;55;2;1;128;;;0
2618;30/10/1977;;1;D;16;0;3;12;;;0
2619;30/10/1977;;1;D;54;1;1;70;;;0
2620;30/10/1977;;1;C;63;1;3;42;;;0
2621;30/10/1977;;1;C;25;2;1;11;;;0
2622;30/10/1977;;1;C;39;2;0;56;;;0
2623;30/10/1977;;1;C;24;1;2;21;;;0
2624;30/10/1977;;1;D;58;3;1;51;;;0
2625;30/10/1977;;1;F;5;2;2;28;;;0
2626;30/10/1977;;1;F;32;0;2;2;;;0
2627;30/10/1977;;1;B;26;6;0;52;;;0
2628;30/10/1977;;1;A;17;1;2;27;;;0
2629;30/10/1977;;1;A;9;5;0;43;;;0
2630;30/10/1977;;1;B;61;0;1;45;;;0
2631;30/10/1977;;1;A;95;2;2;78;;;0
2632;30/10/1977;;1;E;7;0;1;30;;;0
2633;30/10/1977;;1;E;44;1;3;8;;;0
2634;30/10/1977;;1;B;29;2;0;20;;;0
2635;30/10/1977;;1;F;65;2;1;69;;;0
2636;30/10/1977;;1;F;34;2;4;3;;;0
2637;30/10/1977;;1;B;4;1;1;87;;;0
2638;30/10/1977;;1;E;18;0;0;88;;;0
2639;02/11/1977;;1;B;26;5;1;45;;;0
2640;02/11/1977;;1;D;14;1;3;6;;;0
2641;02/11/1977;;1;B;87;1;1;10;;;0
2642;02/11/1977;;1;E;30;3;0;37;;;0
2643;02/11/1977;;1;D;84;2;6;12;;;0
2644;02/11/1977;;1;D;54;1;0;51;;;0
2645;02/11/1977;;1;D;58;1;2;70;;;0
2646;02/11/1977;;1;E;82;1;2;7;;;0
2647;02/11/1977;;1;E;44;0;1;88;;;0
2648;02/11/1977;;1;F;23;1;3;3;;;0
2649;02/11/1977;;1;F;69;0;0;5;;;0
2650;02/11/1977;;1;C;35;1;0;42;;;0
2651;02/11/1977;;1;C;25;2;0;39;;;0
2652;02/11/1977;;1;C;24;2;1;56;;;0
2653;02/11/1977;;1;C;11;3;0;63;;;0
2654;02/11/1977;;1;E;13;7;0;128;;;0
2655;03/11/1977;;1;E;18;0;2;55;;;0
2656;03/11/1977;;1;B;4;3;2;20;;;0
2657;03/11/1977;;1;A;68;1;0;78;;;0
2658;05/11/1977;;1;D;64;2;1;70;;;0
2659;05/11/1977;;1;F;28;2;0;92;;;0
2660;05/11/1977;;1;C;11;1;0;39;;;0
2661;06/11/1977;;1;C;22;4;0;42;;;0
2662;06/11/1977;;1;C;21;2;0;63;;;0
2663;06/11/1977;;1;C;35;1;1;24;;;0
2664;06/11/1977;;1;D;14;2;0;58;;;0
2665;06/11/1977;;1;B;10;0;2;4;;;0
2666;06/11/1977;;1;B;26;1;1;15;;;0
2667;06/11/1977;;1;A;68;1;1;17;;;0
2668;06/11/1977;;1;A;9;0;4;1;;;0
2669;06/11/1977;;1;A;78;0;0;27;;;0
2670;06/11/1977;;1;E;82;0;1;13;;;0
2671;06/11/1977;;1;E;18;1;1;7;;;0
2672;06/11/1977;;1;F;32;0;0;23;;;0
2673;06/11/1977;;1;F;2;0;1;65;;;0
2674;06/11/1977;;1;F;3;1;0;5;;;0
2675;06/11/1977;;1;B;61;0;0;52;;;0
2676;06/11/1977;;1;D;12;2;0;51;;;0
2677;06/11/1977;;1;D;16;1;1;84;;;0
2678;06/11/1977;;1;E;8;1;1;30;;;0
2679;06/11/1977;;1;E;128;2;1;37;;;0
2680;06/11/1977;;1;E;44;0;1;55;;;0
2681;06/11/1977;;1;B;87;0;0;20;;;0
2682;06/11/1977;;1;B;29;1;1;45;;;0
2683;06/11/1977;15:00;1;A;43;1;0;46;;;0
2684;07/11/1977;;1;A;50;3;1;95;;;0
2685;09/11/1977;;1;F;2;1;1;28;;;0
2686;09/11/1977;;1;E;82;0;2;18;;;0
2687;09/11/1977;;1;F;3;6;2;92;;;0
2688;09/11/1977;;1;D;51;1;3;70;;;0
2689;09/11/1977;;1;D;64;2;1;58;;;0
2690;09/11/1977;;1;D;6;3;0;54;;;0
2691;09/11/1977;;1;E;55;1;0;7;;;0
2692;09/11/1977;;1;C;39;0;0;63;;;0
2693;09/11/1977;;1;C;56;1;0;22;;;0
2694;09/11/1977;;1;A;78;0;2;1;;;0
2695;10/11/1977;;1;E;44;1;4;37;;;0
2696;10/11/1977;;1;E;13;2;0;30;;;0
2697;10/11/1977;;1;C;42;1;2;19;;;0
2698;10/11/1977;;1;A;50;2;0;43;;;0
2699;10/11/1977;;1;C;11;3;0;24;;;0
2700;10/11/1977;;1;B;87;0;0;26;;;0
2701;10/11/1977;;1;F;5;3;0;34;;;0
2702;10/11/1977;;1;A;68;3;1;95;;;0
2703;10/11/1977;20:00;1;A;27;1;0;46;;;0
2704;12/11/1977;;1;D;64;0;0;16;;;0
2705;12/11/1977;;1;B;29;3;1;61;;;0
2706;12/11/1977;;1;E;8;1;1;88;;;0
2707;13/11/1977;;1;B;45;3;1;52;;;0
2708;13/11/1977;;1;A;17;2;1;43;;;0
2709;13/11/1977;;1;C;22;1;0;11;;;0
2710;13/11/1977;;1;C;63;0;2;19;;;0
2711;13/11/1977;;1;B;10;1;0;26;;;0
2712;13/11/1977;;1;E;55;2;2;30;;;0
2713;13/11/1977;;1;B;20;0;0;15;;;0
2714;13/11/1977;;1;C;42;0;2;21;;;0
2715;13/11/1977;;1;C;25;3;1;24;;;0
2716;13/11/1977;;1;F;3;3;1;28;;;0
2717;13/11/1977;;1;F;32;4;0;5;;;0
2718;13/11/1977;;1;F;65;5;1;92;;;0
2719;13/11/1977;;1;A;9;1;0;78;;;0
2720;13/11/1977;;1;A;27;2;2;95;;;0
2721;13/11/1977;;1;E;13;1;0;18;;;0
2722;13/11/1977;;1;D;12;0;0;6;;;0
2723;13/11/1977;;1;E;82;0;0;37;;;0
2724;13/11/1977;;1;F;2;2;0;34;;;0
2725;13/11/1977;;1;D;54;1;1;58;;;0
2726;13/11/1977;;1;D;84;2;2;51;;;0
2727;13/11/1977;15:00;1;A;46;2;1;1;;;0
2728;15/11/1977;;1;E;7;2;1;8;;;0
2729;16/11/1977;;1;E;18;0;1;37;;;0
2730;16/11/1977;;1;A;27;0;1;9;;;0
2731;16/11/1977;;1;A;68;2;1;1;;;0
2732;16/11/1977;;1;A;43;5;3;95;;;0
2733;16/11/1977;;1;B;10;3;0;52;;;0
2734;16/11/1977;;1;E;44;0;1;30;;;0
2735;16/11/1977;;1;B;29;0;1;26;;;0
2736;16/11/1977;;1;F;65;4;0;34;;;0
2737;16/11/1977;;1;F;69;1;0;28;;;0
2738;16/11/1977;;1;D;84;0;1;64;;;0
2739;16/11/1977;;1;D;6;3;0;58;;;0
2740;16/11/1977;;1;C;56;1;1;21;;;0
2741;16/11/1977;;1;F;92;1;1;5;;;0
2742;16/11/1977;;1;C;35;0;0;11;;;0
2743;17/11/1977;;1;C;19;0;0;25;;;0
2744;17/11/1977;;1;B;4;2;0;61;;;0
2745;17/11/1977;;1;A;17;1;0;50;;;0
2746;17/11/1977;;1;D;12;0;1;70;;;0
2747;17/11/1977;;1;E;88;1;1;13;;;0
2748;19/11/1977;;1;E;128;0;0;30;;;0
2749;20/11/1977;;1;E;37;3;1;55;;;0
2750;20/11/1977;;1;E;44;2;1;18;;;0
2751;20/11/1977;;1;E;7;1;0;13;;;0
2752;20/11/1977;;1;D;16;1;0;51;;;0
2753;20/11/1977;;1;B;87;2;0;61;;;0
2754;20/11/1977;;1;B;20;1;2;26;;;0
2755;20/11/1977;;1;D;14;3;0;54;;;0
2756;20/11/1977;;1;D;58;2;2;12;;;0
2757;20/11/1977;;1;D;70;0;0;84;;;0
2758;20/11/1977;;1;E;88;2;2;82;;;0
2759;20/11/1977;;1;B;45;6;4;15;;;0
2760;20/11/1977;;1;F;28;1;2;65;;;0
2761;20/11/1977;;1;C;39;3;0;35;;;0
2762;20/11/1977;;1;C;11;2;0;19;;;0
2763;20/11/1977;;1;A;43;1;0;27;;;0
2764;20/11/1977;;1;A;9;3;0;68;;;0
2765;20/11/1977;;1;F;69;1;1;3;;;0
2766;20/11/1977;;1;C;56;2;2;63;;;0
2767;20/11/1977;;1;F;32;4;1;92;;;0
2768;20/11/1977;;1;C;21;0;1;25;;;0
2769;20/11/1977;;1;C;22;1;0;24;;;0
2770;20/11/1977;;1;A;95;0;3;1;;;0
2771;20/11/1977;15:00;1;A;46;0;1;50;;;0
2772;23/11/1977;;1;C;63;1;0;24;;;0
2773;23/11/1977;;1;B;52;0;1;29;;;0
2774;23/11/1977;;1;B;45;0;2;4;;;0
2775;23/11/1977;;1;B;20;2;1;61;;;0
2776;23/11/1977;;1;C;25;5;0;56;;;0
2777;23/11/1977;;1;F;23;2;1;65;;;0
2778;23/11/1977;;1;D;16;3;0;54;;;0
2779;23/11/1977;;1;D;6;1;0;84;;;0
2780;23/11/1977;;1;E;88;1;3;55;;;0
2781;23/11/1977;;1;E;37;2;1;13;;;0
2782;23/11/1977;;1;A;78;3;3;50;;;0
2783;23/11/1977;;1;B;10;2;0;15;;;0
2784;23/11/1977;20:00;1;A;46;2;0;17;;;0
2785;24/11/1977;;1;A;27;1;0;68;;;0
2786;24/11/1977;;1;F;34;1;0;28;;;0
2787;24/11/1977;;1;C;21;3;0;22;;;0
2788;24/11/1977;;1;E;30;1;0;82;;;0
2789;24/11/1977;;1;D;70;4;1;14;;;0
2790;24/11/1977;;1;C;19;3;0;35;;;0
2791;24/11/1977;;1;C;42;1;1;39;;;0
2792;24/11/1977;;1;E;128;0;3;8;;;0
2793;26/11/1977;;1;D;64;1;0;51;;;0
2794;26/11/1977;;1;B;10;4;0;45;;;0
2795;26/11/1977;;1;B;15;3;1;29;;;0
2796;27/11/1977;;1;F;69;4;1;2;;;0
2797;27/11/1977;;1;F;5;3;1;65;;;0
2798;27/11/1977;;1;F;23;4;1;28;;;0
2799;27/11/1977;;1;F;34;0;2;32;;;0
2800;27/11/1977;;1;E;8;3;1;55;;;0
2801;27/11/1977;;1;B;26;1;2;4;;;0
2802;27/11/1977;;1;C;19;2;1;22;;;0
2803;27/11/1977;;1;B;52;2;1;20;;;0
2804;27/11/1977;;1;A;43;2;1;68;;;0
2805;27/11/1977;;1;A;1;3;3;50;;;0
2806;27/11/1977;;1;E;13;3;0;44;;;0
2807;27/11/1977;;1;C;56;0;0;42;;;0
2808;27/11/1977;;1;C;24;3;2;39;;;0
2809;27/11/1977;;1;D;12;0;0;14;;;0
2810;27/11/1977;;1;E;128;1;1;82;;;0
2811;27/11/1977;;1;D;58;1;1;16;;;0
2812;27/11/1977;;1;D;84;1;3;54;;;0
2813;27/11/1977;;1;C;21;1;0;35;;;0
2814;27/11/1977;;1;A;95;2;3;17;;;0
2815;27/11/1977;15:00;1;A;46;0;0;9;;;0
2816;30/11/1977;;1;O;35;2;0;22;;;0
2817;01/12/1977;;1;P;14;3;3;16;;;0
2818;01/12/1977;;1;P;58;4;1;84;;;0
2819;01/12/1977;;1;K;39;1;0;87;;;0
2820;01/12/1977;;1;H;19;1;2;2;;;0
2821;01/12/1977;;1;Q;88;2;0;37;;;0
2822;01/12/1977;;1;Q;18;2;0;128;;;0
2823;01/12/1977;;1;J;50;0;0;65;;;0
2824;01/12/1977;;1;Q;44;1;1;82;;;0
2825;01/12/1977;;1;R;28;3;1;23;;;0
2826;01/12/1977;;1;O;63;0;0;24;;;0
2827;01/12/1977;;1;G;64;2;3;30;;;0
2828;01/12/1977;;1;L;21;0;1;3;;;0
2829;04/12/1977;;1;J;50;2;1;7;;;0
2830;04/12/1977;;1;M;17;4;0;95;;;0
2831;04/12/1977;;1;N;15;4;0;52;;;0
2832;04/12/1977;;1;N;45;1;2;20;;;0
2833;04/12/1977;;1;J;65;2;2;6;;;0
2834;04/12/1977;;1;P;51;4;0;84;;;0
2835;04/12/1977;;1;K;87;3;0;68;;;0
2836;04/12/1977;;1;L;3;3;1;26;;;0
2837;04/12/1977;;1;K;8;3;1;5;;;0
2838;04/12/1977;;1;O;24;0;2;35;;;0
2839;04/12/1977;;1;O;56;4;3;42;;;0
2840;04/12/1977;;1;Q;37;3;1;18;;;0
2841;04/12/1977;;1;Q;88;3;2;44;;;0
2842;04/12/1977;;1;R;69;2;0;34;;;0
2843;04/12/1977;;1;H;13;2;0;19;;;0
2844;04/12/1977;;1;R;23;1;2;92;;;0
2845;04/12/1977;;1;G;9;6;0;64;;;0
2846;04/12/1977;;1;G;11;2;0;10;;;0
2847;04/12/1977;;1;H;70;1;3;4;;;0
2848;04/12/1977;;1;I;12;1;0;32;;;0
2849;04/12/1977;;1;I;25;3;0;55;;;0
2850;04/12/1977;15:00;1;M;78;5;1;46;;;0
2851;07/12/1977;;1;R;28;1;0;34;;;0
2852;07/12/1977;;1;L;54;0;0;1;;;0
2853;07/12/1977;;1;L;26;1;0;21;;;0
2854;07/12/1977;;1;O;63;1;1;35;;;0
2855;07/12/1977;;1;G;30;0;0;9;;;0
2856;07/12/1977;;1;M;27;3;0;17;;;0
2857;07/12/1977;;1;G;10;5;0;64;;;0
2858;07/12/1977;;1;I;55;2;1;32;;;0
2859;07/12/1977;;1;Q;88;1;1;18;;;0
2860;07/12/1977;;1;Q;128;1;0;82;;;0
2861;07/12/1977;;1;K;87;1;0;8;;;0
2862;07/12/1977;;1;P;84;2;1;14;;;0
2863;07/12/1977;;1;H;2;0;1;13;;;0
2864;07/12/1977;;1;N;52;0;0;45;;;0
2865;07/12/1977;;1;N;61;1;3;15;;;0
2866;07/12/1977;;1;J;29;1;2;7;;;0
2867;07/12/1977;;1;J;6;1;1;50;;;0
2868;08/12/1977;;1;O;56;2;1;24;;;0
2869;08/12/1977;;1;H;19;0;1;70;;;0
2870;08/12/1977;;1;O;42;1;1;22;;;0
2871;08/12/1977;;1;I;43;0;2;25;;;0
2872;08/12/1977;20:00;1;M;46;0;1;95;;;0
2873;10/12/1977;;1;Q;18;2;1;44;;;0
2874;10/12/1977;;1;G;64;0;5;11;;;0
2875;10/12/1977;;1;R;28;1;0;69;;;0
2876;10/12/1977;16:00;1;L;21;6;0;54;;;0
2877;11/12/1977;;1;N;15;1;0;20;;;0
2878;11/12/1977;;1;N;52;3;2;61;;;0
2879;11/12/1977;;1;O;42;1;1;35;;;0
2880;11/12/1977;;1;P;58;2;3;14;;;0
2881;11/12/1977;;1;Q;82;1;0;88;;;0
2882;11/12/1977;;1;P;51;0;3;16;;;0
2883;11/12/1977;;1;Q;37;2;1;128;;;0
2884;11/12/1977;;1;O;22;2;1;24;;;0
2885;11/12/1977;;1;R;92;2;1;34;;;0
2886;11/12/1977;;1;O;63;0;0;56;;;0
2887;11/12/1977;;1;J;65;2;2;29;;;0
2888;11/12/1977;;1;K;68;0;1;8;;;0
2889;11/12/1977;;1;K;39;2;2;5;;;0
2890;11/12/1977;;1;H;4;1;1;2;;;0
2891;11/12/1977;;1;J;7;0;1;6;;;0
2892;11/12/1977;;1;I;25;0;0;12;;;0
2893;11/12/1977;;1;I;43;3;0;55;;;0
2894;11/12/1977;;1;H;13;2;0;70;;;0
2895;11/12/1977;;1;L;3;3;1;1;;;0
2896;11/12/1977;;1;G;9;1;4;10;;;0
2897;11/12/1977;;1;M;17;2;3;46;;;0
2898;11/12/1977;;1;M;27;1;1;78;;;0
2899;14/12/1977;;1;H;4;2;1;19;;;0
2900;14/12/1977;;1;Q;18;2;0;82;;;0
2901;14/12/1977;;1;H;70;0;0;2;;;0
2902;14/12/1977;;1;M;46;2;1;27;;;0
2903;14/12/1977;;1;M;95;1;1;78;;;0
2904;14/12/1977;;1;J;6;3;1;29;;;0
2905;14/12/1977;;1;N;45;3;0;61;;;0
2906;14/12/1977;;1;P;16;3;2;84;;;0
2907;14/12/1977;;1;Q;128;1;1;88;;;0
2908;14/12/1977;;1;R;23;2;2;69;;;0
2909;14/12/1977;;1;R;92;2;0;28;;;0
2910;14/12/1977;;1;L;26;3;0;54;;;0
2911;14/12/1977;;1;O;42;4;1;63;;;0
2912;14/12/1977;;1;Q;44;1;1;37;;;0
2913;14/12/1977;;1;K;5;2;0;87;;;0
2914;14/12/1977;;1;K;68;3;0;39;;;0
2915;14/12/1977;;1;L;1;2;0;21;;;0
2916;15/12/1977;;1;I;32;1;0;43;;;0
2917;15/12/1977;;1;I;55;0;1;12;;;0
2918;15/12/1977;;1;J;7;0;0;65;;;0
2919;15/12/1977;;1;O;22;3;0;56;;;0
2920;15/12/1977;;1;G;11;0;0;30;;;0
2921;15/12/1977;;1;N;20;5;0;52;;;0
2922;15/12/1977;;1;P;51;0;1;58;;;0
2923;15/12/1977;;1;O;24;2;0;42;;;0
2924;17/12/1977;;1;K;8;1;0;39;;;0
2925;17/12/1977;;1;M;17;1;2;78;;;0
2926;18/12/1977;;1;Q;44;0;1;128;;;0
2927;18/12/1977;;1;M;95;0;1;27;;;0
2928;18/12/1977;;1;R;69;1;0;92;;;0
2929;18/12/1977;;1;Q;37;0;0;82;;;0
2930;18/12/1977;;1;G;11;1;0;9;;;0
2931;18/12/1977;;1;G;30;0;0;10;;;0
2932;18/12/1977;;1;R;34;1;1;23;;;0
2933;18/12/1977;;1;P;16;1;2;58;;;0
2934;18/12/1977;;1;H;4;1;0;13;;;0
2935;18/12/1977;;1;K;5;0;0;68;;;0
2936;18/12/1977;;1;L;1;2;3;26;;;0
2937;18/12/1977;;1;N;15;1;0;45;;;0
2938;18/12/1977;;1;N;61;3;1;20;;;0
2939;18/12/1977;;1;O;35;5;0;56;;;0
2940;18/12/1977;;1;L;54;0;2;3;;;0
2941;18/12/1977;;1;I;12;1;1;43;;;0
2942;18/12/1977;;1;O;22;0;0;63;;;0
2943;18/12/1977;;1;I;32;1;0;25;;;0
2944;18/12/1977;;1;P;14;2;2;51;;;0
2945;18/12/1977;;1;J;29;0;2;50;;;0
2946;28/01/1978;;1;U;10;4;2;87;;;0
2947;29/01/1978;;1;T;92;0;0;35;;;0
2948;29/01/1978;;1;U;1;1;0;15;;;0
2949;29/01/1978;;1;T;3;2;1;5;;;0
2950;29/01/1978;;1;V;26;2;2;30;;;0
2951;29/01/1978;;1;T;13;0;0;6;;;0
2952;29/01/1978;;1;V;32;3;0;4;;;0
2953;29/01/1978;;1;U;25;4;1;65;;;0
2954;29/01/1978;;1;S;8;0;0;12;;;0
2955;29/01/1978;;1;S;58;2;0;78;;;0
2956;29/01/1978;;1;S;11;1;1;2;;;0
2957;01/02/1978;;1;S;12;1;0;2;;;0
2958;01/02/1978;;1;T;92;1;2;3;;;0
2959;01/02/1978;;1;T;6;2;0;35;;;0
2960;01/02/1978;;1;U;25;1;3;10;;;0
2961;01/02/1978;;1;U;87;0;1;1;;;0
2962;01/02/1978;;1;S;11;1;0;78;;;0
2963;01/02/1978;;1;V;50;0;0;26;;;0
2964;01/02/1978;;1;U;15;1;2;65;;;0
2965;01/02/1978;;1;S;58;1;0;8;;;0
2966;02/02/1978;;1;V;4;4;1;37;;;0
2967;11/02/1978;;1;S;8;1;1;78;;;0
2968;11/02/1978;;1;S;2;1;2;58;;;0
2969;12/02/1978;;1;V;26;2;0;37;;;0
2970;12/02/1978;;1;V;4;5;1;30;;;0
2971;12/02/1978;;1;U;65;1;0;10;;;0
2972;12/02/1978;;1;U;1;1;0;25;;;0
2973;12/02/1978;;1;U;87;0;1;15;;;0
2974;12/02/1978;;1;T;13;2;2;5;;;0
2975;12/02/1978;;1;T;6;0;0;3;;;0
2976;12/02/1978;;1;S;11;0;0;12;;;0
2977;15/02/1978;;1;U;25;1;0;87;;;0
2978;15/02/1978;;1;U;1;1;1;65;;;0
2979;15/02/1978;;1;S;78;1;5;12;;;0
2980;15/02/1978;;1;S;2;0;0;8;;;0
2981;15/02/1978;;1;U;10;4;3;15;;;0
2982;15/02/1978;;1;S;58;1;0;11;;;0
2983;15/02/1978;;1;V;50;5;0;37;;;0
2984;15/02/1978;;1;T;5;5;4;92;;;0
2985;15/02/1978;;1;V;30;1;1;32;;;0
2986;15/02/1978;;1;T;35;0;0;13;;;0
2987;18/02/1978;;1;V;30;0;2;50;;;0
2988;18/02/1978;;1;S;78;3;3;2;;;0
2989;18/02/1978;;1;V;4;1;3;26;;;0
2990;18/02/1978;;1;V;37;2;2;32;;;0
2991;19/02/1978;;1;S;8;0;1;11;;;0
2992;19/02/1978;;1;S;12;0;2;58;;;0
2993;19/02/1978;;1;T;5;0;3;6;;;0
2994;19/02/1978;;1;T;3;6;0;35;;;0
2995;19/02/1978;;1;T;13;2;0;92;;;0
2996;19/02/1978;;1;U;10;3;1;1;;;0
2997;19/02/1978;;1;U;65;0;0;87;;;0
2998;19/02/1978;;1;U;15;1;0;25;;;0
2999;20/02/1978;;1;V;32;2;0;50;;;0
3000;22/02/1978;;1;V;50;2;0;4;;;0
